customer_id,date,consumption,billing_amount,customer_type,meter_type,location,fraud_class
C10138,2020-03-21,30.735739580516096,51.103609370774144,Residential,Analog,Irbid_North,0
C10207,2019-05-26,28.535882034981853,47.80382305247278,Residential,Smart,Irbid_East,0
C10115,2018-07-30,44.01066544471871,71.01599816707807,Residential,Smart,Center,1
C10200,2019-03-27,21.093456317495452,36.64018447624318,Residential,Analog,Irbid_East,0
C10156,2020-04-20,17.92182078794525,31.882731181917876,Residential,Digital,Center,0
C10061,2021-03-16,18.3478001345891,32.52170020188365,Residential,Analog,Irbid_West,0
C10079,2022-11-06,25.468850837210383,43.203276255815574,Residential,Analog,Irbid_East,0
C10048,2021-11-11,142.66453816070072,218.99680724105107,Commercial,Digital,Irbid_North,1
C10431,2022-05-10,32.06565571676106,53.098483575141586,Residential,Analog,Irbid_East,0
C10058,2022-02-09,9.70122020920645,19.551830313809674,Residential,Digital,Irbid_South,1
C10166,2018-05-31,24.027355870511673,41.04103380576751,Residential,Analog,Irbid_West,0
C10489,2019-03-27,19.674454148519445,34.51168122277917,Residential,Digital,Center,0
C10255,2020-06-19,68.39048036477641,107.58572054716461,Commercial,Digital,Irbid_East,0
C10326,2019-11-22,41.86132282892359,67.79198424338539,Commercial,Analog,Irbid_South,0
C10317,2022-07-09,36.732596115898005,60.09889417384701,Residential,Smart,Center,0
C10087,2018-04-01,63.21206335199521,99.81809502799283,Commercial,Analog,Center,0
C10171,2018-06-30,30.830112421523584,51.24516863228538,Residential,Smart,Center,0
C10113,2018-01-01,17.255809720217087,30.88371458032563,Residential,Digital,Irbid_West,1
C10448,2018-05-01,274.6118707695796,416.9178061543694,Industrial,Analog,Irbid_South,0
C10207,2021-05-15,29.55452953177245,49.331794297658675,Residential,Smart,Irbid_East,0
C10218,2022-05-10,,475.6740389061434,Industrial,Smart,Irbid_South,0
C10028,2022-08-08,300.84123196421245,456.26184794631865,Industrial,Analog,Irbid_East,0
C10485,2018-09-28,25.764291670530735,43.6464375057961,Residential,Digital,Irbid_West,0
C10339,2021-12-11,8.740202877876138,18.110304316814208,Residential,Analog,Irbid_West,0
C10364,2018-05-01,24.201364439537087,41.30204665930563,Residential,Analog,Irbid_East,0
C10363,2019-09-23,21.322293368692705,36.98344005303906,Residential,Digital,Irbid_South,0
C10060,2021-09-12,16.779347494556315,30.16902124183447,Residential,Digital,Irbid_South,0
C10320,2022-09-07,51.95706860888252,82.93560291332378,Commercial,Smart,Irbid_North,0
C10040,2019-11-22,8.056381800657055,17.084572700985582,Residential,Analog,Center,0
C10262,2019-05-26,90.86035905307189,141.29053857960784,Commercial,Digital,Irbid_North,0
C10372,2022-08-08,23.038926926739407,39.55839039010911,Residential,Digital,Irbid_South,0
C10408,2022-06-09,30.24025502456768,50.36038253685152,Residential,Analog,Irbid_South,0
C10011,2019-09-23,29.25308423748015,48.87962635622022,Residential,Digital,Center,0
C10038,2018-09-28,55.12591252706026,87.68886879059039,Commercial,Analog,Irbid_West,0
C10094,2019-09-23,40.01967738547149,65.02951607820724,Residential,Analog,Center,0
C10181,2020-10-17,70.65861057443638,110.98791586165457,Commercial,Analog,Irbid_East,0
C10183,2020-06-19,17.392743584366833,31.08911537655025,Residential,Analog,Center,0
C10210,2022-02-09,13.35364449439437,25.030466741591553,Residential,Digital,Irbid_North,0
C10087,2019-11-22,44.70000466168731,72.05000699253097,Commercial,Analog,Center,0
C10221,2022-03-11,15.088052420693332,27.63207863104,Residential,Analog,Irbid_West,0
C10138,2022-11-06,24.484507468045873,41.72676120206881,Residential,Analog,Irbid_North,0
C10237,2020-10-17,14.359472817258284,26.539209225887426,Residential,Analog,Irbid_West,0
C10017,2020-12-16,70.49572919198764,4.3613897670384585,Commercial,Digital,Irbid_West,1
C10054,2020-04-20,18.342326791237607,32.51349018685641,Residential,Analog,Irbid_West,0
C10415,2021-01-15,15.477954357775618,28.216931536663427,Residential,Digital,Center,1
C10109,2019-10-23,13.539966500517467,25.3099497507762,Residential,Digital,Irbid_West,0
C10004,2020-06-19,44.018346896650236,71.02752034497536,Residential,Analog,Center,1
C10179,2021-02-14,40.87138876445346,66.30708314668018,Commercial,Analog,Irbid_South,0
C10093,2021-05-15,116.71809461738967,180.0771419260845,Commercial,Analog,Irbid_South,0
C10186,2018-05-31,26.51587639219308,44.77381458828962,Residential,Analog,Irbid_West,0
C10179,2021-10-12,59.606996231165624,94.41049434674844,Commercial,Analog,Irbid_South,0
C10302,2021-01-15,0.0,5.0,Residential,Digital,Irbid_East,1
C10354,2021-10-12,47.680654420044505,76.52098163006676,Commercial,Digital,Irbid_East,0
C10427,2021-02-14,15.865116283396592,28.79767442509489,Residential,Analog,Irbid_South,0
C10023,2018-10-28,35.41149041566534,58.11723562349801,Residential,Digital,Center,0
C10213,2018-10-28,34.889938518745794,57.33490777811869,Residential,Digital,Irbid_East,0
C10088,2019-04-26,13.257972138895934,24.8869582083439,Residential,Digital,Center,0
C10380,2020-03-21,27.221069777827573,45.831604666741356,Residential,Analog,Irbid_North,1
C10270,2021-05-15,30.411040915969078,50.616561373953616,Residential,Analog,Center,0
C10039,2021-09-12,25.131078728896124,42.696618093344185,Residential,Smart,Irbid_South,0
C10064,2020-09-17,15.709507832325844,28.564261748488768,Residential,Digital,Irbid_North,0
C10478,2020-06-19,30.825073574134148,51.23761036120122,Residential,Digital,Irbid_East,0
C10368,2022-11-06,25.26764851644452,42.90147277466678,Residential,Digital,Irbid_North,0
C10352,2021-05-15,20.24811916856898,35.37217875285347,Residential,Digital,Irbid_East,0
C10245,2022-09-07,32.66586964684105,53.998804470261575,Residential,Digital,Irbid_East,0
C10201,2020-06-19,70.37438688882747,110.56158033324121,Commercial,Analog,Irbid_North,0
C10288,2020-11-16,23.703107551348957,40.55466132702344,Residential,Smart,Irbid_West,1
C10262,2019-12-22,48.436333482883455,77.65450022432518,Commercial,Digital,Irbid_North,0
C10426,2020-03-21,10.849194350844135,21.2737915262662,Residential,Analog,Irbid_South,0
C10446,2019-08-24,20.335086114742865,35.5026291721143,Residential,Digital,Center,1
C10256,2018-01-31,13.837356215981583,25.756034323972372,Residential,Analog,Irbid_South,0
C10262,2021-07-14,116.7168663426789,180.07529951401835,Commercial,Digital,Irbid_North,0
C10330,2022-06-09,92.34561271038477,143.51841906557715,Commercial,Digital,Irbid_North,0
C10060,2021-04-15,14.822684557944266,27.2340268369164,Residential,Digital,Irbid_South,0
C10050,2021-06-14,48.07704034532324,77.11556051798486,Residential,Digital,Irbid_West,1
C10310,2018-12-27,8.034378302373696,17.051567453560544,Residential,Digital,Irbid_East,0
C10187,2022-08-08,33.31627862902627,54.97441794353941,Residential,Analog,Irbid_South,0
C10024,2022-05-10,98.8004857466063,153.20072861990946,Commercial,Analog,Irbid_South,0
C10428,2018-01-01,13.387304436619752,25.08095665492963,Residential,Analog,Irbid_North,0
C10419,2018-05-01,13.59633897094652,25.394508456419782,Residential,Analog,Irbid_West,0
C10179,2020-05-20,79.51880789256299,124.27821183884448,Commercial,Analog,Irbid_South,0
C10320,2020-08-18,66.30377666661859,104.45566499992788,Commercial,Smart,Irbid_North,0
C10248,2021-02-14,27.23256772324202,45.84885158486303,Residential,Digital,Irbid_East,0
C10169,2019-02-25,10.930436372980159,21.395654559470238,Residential,Analog,Irbid_West,0
C10152,2018-01-31,10.0894234829367,20.13413522440505,Residential,Analog,Irbid_East,0
C10187,2020-04-20,27.952100895422028,46.92815134313304,Residential,Analog,Irbid_South,0
C10272,2020-03-21,20.541257686120467,35.8118865291807,Residential,Analog,Irbid_South,0
C10395,2019-10-23,13.754041643522118,25.63106246528318,Residential,Digital,Irbid_West,0
C10243,2020-01-21,25.991801590968826,43.987702386453236,Commercial,Digital,Center,0
C10295,2022-05-10,76.62876934299125,119.94315401448688,Commercial,Analog,Center,0
C10033,2022-04-10,28.624358116992365,47.936537175488546,Residential,Analog,Irbid_East,0
C10283,2019-04-26,71.96786133067562,112.95179199601343,Commercial,Analog,Irbid_North,0
C10119,2019-02-25,59.970970247862404,94.95645537179361,Commercial,Analog,Irbid_South,0
C10412,2019-09-23,27.639873961567798,46.459810942351695,Residential,Analog,Irbid_South,0
C10262,2022-04-10,84.97924965949633,132.4688744892445,Commercial,Digital,Irbid_North,0
C10183,2022-01-10,8.496691957078603,17.745037935617905,Residential,Analog,Center,0
C10220,2020-01-21,44.310217588264685,71.46532638239702,Commercial,Digital,Irbid_North,0
C10397,2020-12-16,12.303522302366487,23.45528345354973,Residential,Analog,Irbid_East,0
C10463,2020-10-17,14.267184292965473,26.400776439448208,Residential,Digital,Irbid_North,0
C10013,2020-03-21,21.337127075909557,37.00569061386433,Commercial,Analog,Irbid_West,1
C10472,2019-09-23,45.05617000872974,72.5842550130946,Commercial,Analog,Irbid_South,0
C10021,2021-10-12,38.82438300528445,63.236574507926676,Commercial,Digital,Irbid_North,0
C10014,2021-05-15,0.0,5.0,Commercial,Digital,Irbid_South,1
C10159,2018-03-02,11.491041375122093,22.236562062683138,Residential,Analog,Irbid_East,0
C10244,2021-02-14,18.595989117814657,32.89398367672199,Residential,Analog,Irbid_West,0
C10381,2022-07-09,46.03712777977326,74.0556916696599,Residential,Analog,Irbid_East,0
C10039,2018-01-01,12.658957574407639,23.98843636161146,Residential,Smart,Irbid_South,0
C10223,2021-09-12,32.26856939991508,53.40285409987262,Residential,Analog,Irbid_West,0
C10176,2021-07-14,100.39236306411976,155.58854459617964,Commercial,Digital,Irbid_West,0
C10212,2021-05-15,26.305222000147324,44.45783300022099,Residential,Digital,Irbid_East,0
C10337,2021-02-14,6.910320461366978,15.365480692050467,Residential,Analog,Irbid_West,0
C10240,2021-02-14,22.71842669754754,39.07764004632131,Residential,Analog,Irbid_East,0
C10215,2018-01-01,6.4877856272884165,14.731678440932624,Residential,Analog,Irbid_South,1
C10439,2020-10-17,33.9852980751729,55.97794711275935,Residential,Analog,Irbid_North,0
C10487,2022-02-09,22.023345326870427,38.03501799030564,Residential,Analog,Irbid_North,0
C10050,2020-10-17,22.38515384345533,38.577730765183,Residential,Digital,Irbid_West,1
C10309,2020-06-19,28.275979674851072,5.276402901643089,Residential,Smart,Irbid_South,1
C10113,2022-10-07,0.0,5.0,Residential,Digital,Irbid_West,1
C10467,2018-07-30,79.29982699456691,123.94974049185038,Commercial,Analog,Irbid_South,0
C10202,2021-03-16,16.354506931768938,29.531760397653407,Residential,Digital,Irbid_North,0
C10478,2019-07-25,25.887527214138462,43.831290821207695,Residential,Digital,Irbid_East,0
C10453,2020-10-17,23.661083829484586,40.49162574422688,Residential,Digital,Irbid_South,0
C10052,2021-04-15,22.39423719562543,38.59135579343814,Residential,Analog,Irbid_East,0
C10306,2018-07-30,38.64491209311065,62.96736813966597,Residential,Digital,Irbid_West,0
C10106,2022-07-09,440.5345172297399,71.08017758446098,Residential,Digital,Irbid_East,0
C10365,2020-08-18,23.617674586024393,40.42651187903659,Residential,Analog,Irbid_West,0
C10111,2020-11-16,0.26746819401423083,5.401202291021346,Residential,Digital,Center,1
C10086,2022-09-07,75.54245896892944,118.31368845339415,Commercial,Analog,Irbid_East,0
C10190,2020-10-17,28.697421570562728,48.046132355844094,Residential,Analog,Irbid_North,0
C10230,2020-12-16,34.67937216385285,57.01905824577927,Residential,Analog,Irbid_South,1
C10241,2018-03-02,27.504314360446507,46.256471540669764,Residential,Digital,Irbid_North,0
C10036,2022-09-07,18.15071572518611,32.22607358777917,Residential,Digital,Irbid_East,0
C10496,2021-08-13,93.78364893290151,145.67547339935226,Commercial,Analog,Irbid_South,0
C10066,2020-04-20,31.576701744882293,52.36505261732344,Residential,Digital,Irbid_East,0
C10222,2019-06-25,93.46802050049457,145.20203075074187,Commercial,Analog,Irbid_West,0
C10051,2019-02-25,19.049856004207186,33.57478400631078,Residential,Digital,Center,0
C10497,2022-10-07,17.900303718068415,31.850455577102622,Residential,Analog,Irbid_North,0
C10295,2018-07-30,87.8217065044118,136.7325597566177,Commercial,Analog,Center,0
C10153,2020-05-20,16.70357133280304,30.055356999204562,Residential,Digital,Irbid_North,0
C10346,2021-01-15,7.274793561818282,15.912190342727424,Residential,Digital,Irbid_West,0
C10408,2021-04-15,25.711821094969416,43.56773164245412,Residential,Analog,Irbid_South,0
C10158,2018-06-30,17.618041188977486,31.42706178346623,Residential,Analog,Irbid_North,0
C10388,2022-03-11,19.776296111215366,34.664444166823046,Residential,Analog,Irbid_West,0
C10496,2020-09-17,95.5938534913801,148.39078023707015,Commercial,Analog,Irbid_South,0
C10417,2022-01-10,34.51677278101681,56.77515917152522,Commercial,Digital,Irbid_South,0
C10292,2019-05-26,23.221441229642014,39.83216184446302,Residential,Analog,Irbid_South,0
C10468,2021-08-13,41.171472113249415,66.75720816987412,Residential,Analog,Center,0
C10008,2018-10-28,24.711584424382572,42.067376636573854,Residential,Smart,Irbid_North,0
C10138,2019-09-23,36.08928508899336,59.13392763349003,Residential,Analog,Irbid_North,0
C10445,2018-04-01,16.07742878402822,29.116143176042332,Residential,Smart,Irbid_East,0
C10468,2020-05-20,39.38804673566058,64.08207010349088,Residential,Analog,Center,0
C10302,2019-09-23,43.61180822532244,70.41771233798366,Residential,Digital,Irbid_East,1
C10143,2022-06-09,0.0,5.0,Residential,Smart,Irbid_East,1
C10496,2022-04-10,73.34781704583077,115.02172556874615,Commercial,Analog,Irbid_South,0
C10127,2019-01-26,17.938872957424696,31.908309436137046,Residential,Analog,Irbid_West,0
C10418,2020-02-20,23.268126805181787,39.902190207772676,Commercial,Analog,Irbid_North,0
C10376,2019-03-27,83.13398110343402,129.70097165515102,Commercial,Analog,Irbid_East,0
C10247,2019-12-22,10.021123501147748,20.031685251721623,Residential,Analog,Irbid_North,0
C10285,2022-05-10,52.924768272709855,84.38715240906478,Commercial,Analog,Irbid_West,0
C10008,2018-04-01,24.058528978244482,41.08779346736672,Residential,Smart,Irbid_North,0
C10191,2018-01-01,18.960128005170972,33.44019200775646,Residential,Digital,Irbid_South,0
C10108,2018-08-29,,496.78538671830216,Industrial,Analog,Center,0
C10140,2021-11-11,20.97744883547221,36.46617325320831,Residential,Analog,Irbid_West,0
C10361,2019-07-25,23.984255294377075,40.97638294156561,Residential,Analog,Irbid_South,0
C10475,2020-09-17,25.050453185264626,42.57567977789694,Residential,Digital,Irbid_East,0
C10101,2018-01-01,9.19337764837053,18.790066472555797,Residential,Analog,Center,0
C10004,2021-01-15,22.840388360090813,39.26058254013622,Residential,Analog,Center,1
C10446,2021-07-14,1.7346261278244615,7.601939191736692,Residential,Digital,Center,1
C10115,2021-09-12,33.606527327664146,55.40979099149622,Residential,Smart,Center,1
C10279,2021-06-14,81.97791648973482,127.96687473460224,Commercial,Digital,Irbid_South,0
C10156,2018-01-01,10.995436333178356,21.493154499767535,Residential,Digital,Center,0
C10278,2019-04-26,21.61407048837709,37.421105732565636,Residential,Analog,Irbid_South,0
C10261,2020-10-17,96.37537992464308,149.56306988696463,Commercial,Analog,Irbid_North,0
C10442,2020-03-21,13.495845342054059,25.243768013081088,Residential,Analog,Center,0
C10464,2022-10-07,29.492050282263435,49.23807542339515,Residential,Digital,Irbid_West,0
C10034,2018-01-31,6.084031387225489,14.126047080838234,Residential,Smart,Irbid_North,0
C10419,2018-01-01,,19.415595239929655,Residential,Analog,Irbid_West,0
C10283,2018-10-28,74.48542568628528,116.72813852942792,Commercial,Analog,Irbid_North,0
C10027,2022-08-08,44.45546165342178,71.68319248013267,Residential,Analog,Center,0
C10339,2018-07-30,21.710244196930258,37.565366295395386,Residential,Analog,Irbid_West,0
C10162,2018-08-29,17.947616635874144,31.92142495381122,Residential,Digital,Irbid_East,0
C10250,2018-04-01,16.532088558029795,29.79813283704469,Residential,Analog,Irbid_West,0
C10384,2019-02-25,162.96228038773395,249.44342058160095,Industrial,Digital,Irbid_East,0
C10342,2022-06-09,431.4597889146791,652.1896833720186,Industrial,Digital,Center,0
C10304,2019-05-26,12.188517044458068,23.282775566687103,Residential,Digital,Irbid_South,0
C10112,2021-12-11,56.46210166038937,89.69315249058405,Residential,Digital,Irbid_South,1
C10341,2018-12-27,37.748132930815025,61.62219939622254,Commercial,Digital,Irbid_East,0
C10104,2021-07-14,39.86182730567502,64.79274095851252,Residential,Analog,Center,0
C10485,2020-02-20,19.714796117573645,34.57219417636047,Residential,Digital,Irbid_West,0
C10351,2020-03-21,29.79043777488489,49.68565666232733,Residential,Smart,Irbid_West,0
C10175,2019-03-27,70.56647781876669,110.84971672815003,Commercial,Analog,Irbid_West,1
C10310,2020-11-16,105.58913093458713,20.83836964018807,Residential,Digital,Irbid_East,0
C10455,2020-12-16,16.458552126874753,29.687828190312132,Residential,Digital,Irbid_East,0
C10171,2018-04-01,24.00606235437587,41.009093531563806,Residential,Smart,Center,0
C10144,2021-02-14,133.05734026586308,204.5860103987946,Industrial,Analog,Center,0
C10451,2021-05-15,15.032349515746027,27.54852427361904,Residential,Smart,Irbid_South,0
C10266,2020-07-19,20.852850964024803,36.2792764460372,Residential,Smart,Irbid_South,0
C10277,2018-01-31,21.951383429232642,37.92707514384897,Residential,Smart,Irbid_North,0
C10365,2020-09-17,22.49141734427276,38.73712601640914,Residential,Analog,Irbid_West,0
C10356,2019-12-22,14.475102595239754,26.71265389285963,Residential,Digital,Irbid_East,0
C10412,2018-07-30,30.446810614695384,50.67021592204308,Residential,Analog,Irbid_South,0
C10031,2021-01-15,18.013292027255204,32.019938040882806,Residential,Analog,Center,0
C10087,2018-01-01,46.28563956466336,74.42845934699504,Commercial,Analog,Center,0
C10365,2018-08-29,26.38681026424879,44.580215396373184,Residential,Analog,Irbid_West,0
C10246,2021-01-15,10.092481612696112,20.138722419044168,Residential,Analog,Center,0
C10165,2022-09-07,25.374215799990218,43.06132369998532,Residential,Analog,Irbid_West,0
C10338,2021-06-14,61.171083460753366,96.75662519113004,Commercial,Analog,Irbid_East,0
C10090,2021-07-14,98.63315126954264,152.94972690431396,Commercial,Analog,Center,0
C10065,2020-10-17,26.640341622816102,44.96051243422416,Residential,Analog,Irbid_North,0
C10340,2019-04-26,34.994305543998564,57.491458315997846,Residential,Analog,Irbid_South,0
C10188,2020-11-16,12.315138736629411,23.472708104944118,Residential,Analog,Irbid_South,0
C10303,2019-08-24,39.47269441919849,5.447418344072283,Residential,Analog,Irbid_West,1
C10157,2020-12-16,15.139817850154065,27.709726775231097,Residential,Digital,Center,0
C10444,2021-10-12,16.706587491652407,30.05988123747861,Residential,Analog,Irbid_South,0
C10431,2018-11-27,21.442473745912878,37.16371061886932,Residential,Analog,Irbid_East,0
C10133,2019-02-25,51.206750376250845,81.81012556437626,Commercial,Analog,Center,0
C10461,2021-09-12,35.17417832559479,57.76126748839218,Residential,Smart,Irbid_South,0
C10409,2019-04-26,75.58955101421198,118.38432652131797,Commercial,Analog,Irbid_South,0
C10070,2021-10-12,16.040623584330483,29.060935376495724,Residential,Digital,Irbid_South,0
C10310,2021-06-14,14.433291346428874,26.64993701964331,Residential,Digital,Irbid_East,0
C10216,2020-06-19,26.57139684086626,44.85709526129939,Residential,Digital,Irbid_North,0
C10475,2020-11-16,209.6987145733413,36.45480718600119,Residential,Digital,Irbid_East,0
C10349,2018-12-27,43.147578989760945,69.72136848464142,Commercial,Digital,Irbid_South,0
C10193,2021-10-12,31.372420519008863,52.05863077851329,Residential,Smart,Irbid_West,0
C10233,2021-02-14,21.929514991722364,37.89427248758355,Residential,Digital,Irbid_South,0
C10023,2021-04-15,25.334327386304526,43.00149107945679,Residential,Digital,Center,0
C10230,2022-03-11,42.975963392468714,69.46394508870307,Residential,Analog,Irbid_South,1
C10284,2021-04-15,27.70663863628349,46.559957954425236,Residential,Smart,Irbid_South,0
C10154,2021-10-12,49.17317323301101,78.75975984951651,Commercial,Digital,Irbid_East,0
C10301,2022-11-06,58.0841729143073,92.12625937146095,Commercial,Digital,Irbid_North,0
C10374,2019-03-27,10.017500446668251,20.026250670002376,Residential,Analog,Irbid_West,0
C10282,2022-10-07,15.360152972093637,28.040229458140455,Residential,Analog,Irbid_East,0
C10190,2021-02-14,24.20681912124575,41.31022868186862,Residential,Analog,Irbid_North,0
C10282,2019-03-27,15.570194547206265,28.3552918208094,Residential,Analog,Irbid_East,0
C10427,2018-10-28,28.30667736485124,47.46001604727686,Residential,Analog,Irbid_South,0
C10292,2018-11-27,15.226030907789955,27.839046361684932,Residential,Analog,Irbid_South,0
C10464,2021-08-13,36.62329178329114,59.934937674936705,Residential,Digital,Irbid_West,0
C10043,2021-08-13,38.98790065436514,63.48185098154771,Residential,Digital,Irbid_South,0
C10252,2018-04-01,31.366601102954874,52.04990165443231,Residential,Smart,Center,0
C10488,2021-02-14,13.841013436053485,25.761520154080227,Residential,Analog,Center,0
C10280,2019-11-22,,98.04465322013732,Commercial,Digital,Irbid_East,1
C10305,2021-04-15,31.541932482730267,52.312898724095405,Residential,Analog,Irbid_South,0
C10213,2021-10-12,29.088312527857603,48.63246879178641,Residential,Digital,Irbid_East,0
C10303,2019-05-26,38.54061672641395,62.81092508962092,Residential,Analog,Irbid_West,1
C10112,2020-05-20,63.4809819312653,100.22147289689795,Residential,Digital,Irbid_South,1
C10409,2020-12-16,57.35119891633906,91.02679837450859,Commercial,Analog,Irbid_South,0
C10160,2018-03-02,8.639356128426162,17.959034192639244,Residential,Digital,Irbid_North,0
C10210,2021-11-11,13.944934025789633,25.91740103868445,Residential,Digital,Irbid_North,0
C10268,2021-02-14,8.112828709600427,17.16924306440064,Residential,Digital,Irbid_East,0
C10084,2021-02-14,43.51338985244933,70.27008477867399,Commercial,Analog,Irbid_West,0
C10361,2018-03-02,9.936202888261626,19.90430433239244,Residential,Analog,Irbid_South,0
C10371,2020-04-20,48.39908614384676,77.59862921577013,Commercial,Analog,Irbid_East,0
C10082,2018-11-27,20.364505669900776,35.54675850485116,Residential,Analog,Center,1
C10051,2021-11-11,30.565047256494474,50.847570884741714,Residential,Digital,Center,0
C10253,2019-12-22,22.23767631753682,38.35651447630523,Residential,Analog,Irbid_East,0
C10095,2022-09-07,22.084306785834606,38.12646017875191,Residential,Digital,Center,0
C10455,2020-06-19,25.008706369545468,42.513059554318204,Residential,Digital,Irbid_East,0
C10402,2021-03-16,19.84951237571626,34.77426856357439,Residential,Analog,Center,0
C10148,2018-07-30,371.34949923836257,562.0242488575439,Industrial,Analog,Irbid_West,0
C10123,2019-05-26,21.750197919161245,37.625296878741864,Residential,Analog,Irbid_West,0
C10066,2019-04-26,29.038648727202673,48.55797309080401,Residential,Digital,Irbid_East,0
C10051,2020-07-19,42.51640210497003,68.77460315745503,Residential,Digital,Center,0
C10367,2021-05-15,,417.0415190575821,Industrial,Analog,Irbid_South,1
C10183,2020-09-17,15.9202887776286,28.880433166442902,Residential,Analog,Center,0
C10132,2020-09-17,23.777552694624653,40.666329041936976,Residential,Analog,Irbid_North,0
C10089,2018-03-02,21.555518415846116,37.33327762376918,Residential,Analog,Irbid_North,0
C10119,2022-04-10,80.61747518207812,125.92621277311719,Commercial,Analog,Irbid_South,0
C10474,2018-03-02,282.2912909701435,428.43693645521523,Industrial,Analog,Irbid_West,0
C10391,2021-01-15,0.0,5.0,Commercial,Digital,Irbid_West,1
C10104,2020-11-16,21.828019781035145,37.742029671552714,Residential,Analog,Center,0
C10431,2021-01-15,14.944851450687574,27.417277176031362,Residential,Analog,Irbid_East,0
C10102,2022-04-10,58.73317666343694,93.09976499515541,Commercial,Analog,Irbid_North,1
C10024,2021-11-11,64.34961314173466,101.524419712602,Commercial,Analog,Irbid_South,0
C10470,2019-04-26,251.53229441392818,382.2984416208923,Industrial,Digital,Irbid_East,0
C10418,2021-02-14,27.673019738086936,46.5095296071304,Commercial,Analog,Irbid_North,0
C10251,2019-02-25,18.45651742108209,32.68477613162314,Residential,Digital,Irbid_North,0
C10371,2019-07-25,72.93650651170185,114.40475976755278,Commercial,Analog,Irbid_East,0
C10136,2019-12-22,71.74146097269754,112.6121914590463,Commercial,Smart,Irbid_East,0
C10166,2021-03-16,18.908107421293487,33.362161131940226,Residential,Analog,Irbid_West,0
C10269,2021-02-14,25.28481785970027,42.9272267895504,Residential,Digital,Center,0
C10215,2021-07-14,15.229692744718143,5.667096407219293,Residential,Analog,Irbid_South,1
C10132,2021-04-15,21.582732740004335,37.374099110006505,Residential,Analog,Irbid_North,0
C10065,2018-07-30,39.79922056432783,64.69883084649175,Residential,Analog,Irbid_North,0
C10210,2021-08-13,28.200803593415003,47.301205390122504,Residential,Digital,Irbid_North,0
C10027,2022-02-09,19.72641034303168,34.58961551454752,Residential,Analog,Center,0
C10228,2020-12-16,26.147695670394185,44.22154350559128,Residential,Analog,Center,0
C10129,2018-05-31,17.51488407102906,31.272326106543588,Residential,Smart,Irbid_East,0
C10437,2022-11-06,44.48884383503536,71.73326575255304,Commercial,Digital,Irbid_South,0
C10481,2022-09-07,16.085784815722402,29.1286772235836,Residential,Analog,Irbid_West,0
C10496,2019-05-26,75.79358586693033,118.6903788003955,Commercial,Analog,Irbid_South,0
C10424,2018-04-01,27.617073704358056,46.42561055653708,Residential,Smart,Irbid_South,0
C10447,2020-01-21,15.236704065624796,27.855056098437196,Residential,Analog,Irbid_North,0
C10114,2018-08-29,17.478927825762604,31.218391738643906,Residential,Analog,Irbid_South,0
C10060,2021-12-11,11.557097604575068,22.3356464068626,Residential,Digital,Irbid_South,0
C10486,2022-11-06,24.980397608985363,42.47059641347805,Residential,Analog,Irbid_East,0
